dominant_topic_number,dominant_topic_label,associated_topic_number,associated_topic_label,same_topic,dominant_comment_count,mean_relative_weight,median_relative_weight,q75_relative_weight,q90_relative_weight
13,"Wall, cavity and floor insulation",4,"Implementation, cost and how-to questions",False,3275,0.016259652793713327,0.0,0.005362624697137547,0.02915670577880556
13,"Wall, cavity and floor insulation",5,Heat pumps and heating systems,False,3275,0.020048208726112016,0.0,0.006689141685687945,0.0616285286975619
13,"Wall, cavity and floor insulation",6,"Praise, gratitude and social endorsement",False,3275,0.03396831099906708,0.0,0.024262258758859866,0.1310465304196465
13,"Wall, cavity and floor insulation",7,"Alternative methods, challenges and ""why"" questions",False,3275,0.022760593506100612,0.0,0.027485191974302797,0.07799297566995639
13,"Wall, cavity and floor insulation",8,"Solar PV, batteries and power systems",False,3275,0.01892327633234562,0.0,0.019831823809822673,0.0629481148702474
13,"Wall, cavity and floor insulation",9,Performance checking and troubleshooting,False,3275,0.02867131417371962,0.0,0.03209523766827736,0.1030260650585384
13,"Wall, cavity and floor insulation",10,"Implementation follow-up, outcomes and retrospective questions",False,3275,0.019119915361283192,0.0,0.016402328336825676,0.040800263683424105
13,"Wall, cavity and floor insulation",11,"Product sourcing, access and location questions",False,3275,0.013720888776408714,0.0,0.0052728733257750475,0.01969199576921768
13,"Wall, cavity and floor insulation",12,Roof and attic ventilation and airflow,False,3275,0.06509224785337682,0.0037371351666324357,0.10895769562829241,0.21477776242888363
13,"Wall, cavity and floor insulation",13,"Wall, cavity and floor insulation",True,3275,0.5011967013767767,0.4671562681569186,0.6121220563753815,0.789100819109249
13,"Wall, cavity and floor insulation",14,Thermostat wiring and smart heating controls,False,3275,0.01421487887728831,0.0,0.014733479846203046,0.045258240677688535
13,"Wall, cavity and floor insulation",15,Vapour barriers and moisture control,False,3275,0.04162088737076846,0.00048824331698753005,0.061403254826553136,0.1367127099432813
13,"Wall, cavity and floor insulation",16,"Prospective choices, recommendations and alternatives",False,3275,0.045076392435831024,0.0031682906255993686,0.05347606275219349,0.1617572820347414
14,Thermostat wiring and smart heating controls,1,Situated household retrofit experience and building context,False,1843,0.08149790569782875,0.05393230219926919,0.13725477278215908,0.21342020019832472
14,Thermostat wiring and smart heating controls,2,Spray foam and foam insulation,False,1843,0.004413196467667438,0.0,0.001699302779589428,0.013999378502456116
14,Thermostat wiring and smart heating controls,3,Clarification and specification questions,False,1843,0.032374459185386374,0.0,0.01130626239174494,0.12407700513481246
14,Thermostat wiring and smart heating controls,4,"Implementation, cost and how-to questions",False,1843,0.030451663024392527,0.0,0.008416952879471563,0.11220721941035092
14,Thermostat wiring and smart heating controls,5,Heat pumps and heating systems,False,1843,0.04885008116629806,0.0,0.06853797981883736,0.17550901924305273
14,Thermostat wiring and smart heating controls,6,"Praise, gratitude and social endorsement",False,1843,0.04962317916375566,0.0,0.06972843632013354,0.18539987422458465
14,Thermostat wiring and smart heating controls,7,"Alternative methods, challenges and ""why"" questions",False,1843,0.028454089233668718,0.0,0.034339029026710405,0.09220105565702513
14,Thermostat wiring and smart heating controls,8,"Solar PV, batteries and power systems",False,1843,0.03492270938759406,0.0,0.04342555249721797,0.13219250580177286
14,Thermostat wiring and smart heating controls,9,Performance checking and troubleshooting,False,1843,0.048950778332557975,0.0,0.06565980288999482,0.1683464762853951
14,Thermostat wiring and smart heating controls,10,"Implementation follow-up, outcomes and retrospective questions",False,1843,0.019114041727831477,0.0,0.01407434290823742,0.04035471362018345
14,Thermostat wiring and smart heating controls,11,"Product sourcing, access and location questions",False,1843,0.021381794282621328,0.0,0.00598562801379646,0.06128986310517268
14,Thermostat wiring and smart heating controls,12,Roof and attic ventilation and airflow,False,1843,0.020254420379677913,0.0,0.012340737265605271,0.07415151731562449
14,Thermostat wiring and smart heating controls,13,"Wall, cavity and floor insulation",False,1843,0.01608066916156067,0.0,0.005910867069586223,0.04989554486795423
14,Thermostat wiring and smart heating controls,14,Thermostat wiring and smart heating controls,True,1843,0.5126635425206865,0.4854488487581354,0.619613473704391,0.8012121258747676
14,Thermostat wiring and smart heating controls,15,Vapour barriers and moisture control,False,1843,0.012548323233824571,0.0,0.010301706893458506,0.04687526197187824
14,Thermostat wiring and smart heating controls,16,"Prospective choices, recommendations and alternatives",False,1843,0.03841914703464806,0.0,0.03752533637947915,0.1482184670575449
15,Vapour barriers and moisture control,1,Situated household retrofit experience and building context,False,1600,0.06243734044664071,0.04062783040443087,0.09501666643978243,0.1648295830354609
15,Vapour barriers and moisture control,2,Spray foam and foam insulation,False,1600,0.03054980069084294,0.0,0.028982053048501228,0.10202211390797274
15,Vapour barriers and moisture control,3,Clarification and specification questions,False,1600,0.028632960187186043,0.0,0.022096233120571657,0.10925364445608035
15,Vapour barriers and moisture control,4,"Implementation, cost and how-to questions",False,1600,0.014617017174632669,0.0,0.0018987337129029512,0.028402549082006692
15,Vapour barriers and moisture control,5,Heat pumps and heating systems,False,1600,0.01122358808962433,0.0,0.0036501105419097842,0.02804455307431572
15,Vapour barriers and moisture control,6,"Praise, gratitude and social endorsement",False,1600,0.03304226513144463,0.0,0.024108148943154717,0.12465099647828161
15,Vapour barriers and moisture control,7,"Alternative methods, challenges and ""why"" questions",False,1600,0.03357779769251087,0.0,0.03164458649021422,0.13123665367319207
15,Vapour barriers and moisture control,8,"Solar PV, batteries and power systems",False,1600,0.02053150255781504,0.0,0.0119360857397087,0.0803414608583021
15,Vapour barriers and moisture control,9,Performance checking and troubleshooting,False,1600,0.02564740066194522,0.0,0.02606502267183751,0.07885689086800811
15,Vapour barriers and moisture control,10,"Implementation follow-up, outcomes and retrospective questions",False,1600,0.019892019041934286,0.0,0.011720958140714907,0.06877297137736442
15,Vapour barriers and moisture control,11,"Product sourcing, access and location questions",False,1600,0.015969860268696023,0.0,0.003852247202317585,0.05239662829748755
15,Vapour barriers and moisture control,12,Roof and attic ventilation and airflow,False,1600,0.07132818459609114,0.024342252156948872,0.12711197688878878,0.21682134352909008
15,Vapour barriers and moisture control,13,"Wall, cavity and floor insulation",False,1600,0.08550060140815793,0.0640384144466649,0.14491334796515393,0.21313171816444615
15,Vapour barriers and moisture control,14,Thermostat wiring and smart heating controls,False,1600,0.011595310549703872,0.0,0.009253470936378187,0.040894351059165356
15,Vapour barriers and moisture control,15,Vapour barriers and moisture control,True,1600,0.4938205201913722,0.46270676483550366,0.6152654002146798,0.7847904232479076
15,Vapour barriers and moisture control,16,"Prospective choices, recommendations and alternatives",False,1600,0.04163383131140215,0.003980512724089055,0.05170779404824498,0.14910209557153858
16,"Prospective choices, recommendations and alternatives",1,Situated household retrofit experience and building context,False,2691,0.10907435312253816,0.09192783394409625,0.16670692810913026,0.2442979426552277
16,"Prospective choices, recommendations and alternatives",2,Spray foam and foam insulation,False,2691,0.014815840220655341,0.0,0.007109225651478609,0.027561319349136554
16,"Prospective choices, recommendations and alternatives",3,Clarification and specification questions,False,2691,0.041378861779356936,0.0,0.014403909622121808,0.19396999915099944
16,"Prospective choices, recommendations and alternatives",4,"Implementation, cost and how-to questions",False,2691,0.028354273035486256,0.0,0.005717767408949156,0.09560750319366056
16,"Prospective choices, recommendations and alternatives",5,Heat pumps and heating systems,False,2691,0.03203748808946117,0.0,0.028681619365743295,0.11709367760700824
16,"Prospective choices, recommendations and alternatives",6,"Praise, gratitude and social endorsement",False,2691,0.04976012619197777,0.0,0.05474724992999633,0.193862851875542
16,"Prospective choices, recommendations and alternatives",7,"Alternative methods, challenges and ""why"" questions",False,2691,0.02452423538124341,0.0,0.03355913817660768,0.08117719061617931
16,"Prospective choices, recommendations and alternatives",8,"Solar PV, batteries and power systems",False,2691,0.037962554048267885,0.0,0.04333596470755921,0.12575327720663412
16,"Prospective choices, recommendations and alternatives",9,Performance checking and troubleshooting,False,2691,0.03325508434743335,0.0,0.04871576255290226,0.10413608961382394
16,"Prospective choices, recommendations and alternatives",10,"Implementation follow-up, outcomes and retrospective questions",False,2691,0.016830470993813112,0.0,0.014296880435415268,0.033586507178893645
16,"Prospective choices, recommendations and alternatives",11,"Product sourcing, access and location questions",False,2691,0.012306175025939314,0.0,0.0046471617182890146,0.017073375742115853
16,"Prospective choices, recommendations and alternatives",12,Roof and attic ventilation and airflow,False,2691,0.04390110432273121,0.0,0.0507880084563886,0.16341367106797136
16,"Prospective choices, recommendations and alternatives",13,"Wall, cavity and floor insulation",False,2691,0.051249686604348615,0.0,0.06383658952545262,0.1938227492889823
16,"Prospective choices, recommendations and alternatives",14,Thermostat wiring and smart heating controls,False,2691,0.02469218701222896,0.0,0.02601690200538452,0.07892551803649828
16,"Prospective choices, recommendations and alternatives",15,Vapour barriers and moisture control,False,2691,0.020472678866921667,0.0,0.024549045288109195,0.0661540199652405
16,"Prospective choices, recommendations and alternatives",16,"Prospective choices, recommendations and alternatives",True,2691,0.4593848809575968,0.4300922694586539,0.5464770317567309,0.6962182639891592
