candidate_topic_count,topic_number,representative_rank,tfidf_row_index,topic_weight,relative_topic_loading,video_id,comment_id,comment_text,retrofit_topic,creator_type,video_type,primary_theme
10,8,3,41358,0.09914257053026268,0.9594783708232284,uHAReQbcGvQ,UgzOU1toTUjw4mbebtN4AaABAg,"I started with solar 20 years ago with average panels around 250 watts/ panel. Now averaging 460 watt. Some larger commercial grade 500-700 watts per panel. Less panels are needed. The battery storage really makes the difference especially at night. I can charge my EV fully free if the sun is out and the batteries have some charge from the sun. Power companies love grid and home batteries as they do not have to dump or waste excess energy. The can keep wind turbines going even when low power demand as batteries are available. Hawaii is 30% renewable not because of government or power companies but private rooftop solar. Electricity on Maui 50 cents/kwh. Solar panels and batteries make for easy cash returns at those prices. Sell excess to grid. USA heading to microgrids vs macrogids now: less issue with total city power outages. Home Batteries are nice especially with outages. Powers your whole house. You never know when house switches to batteries. You can run air conditioning, everything. Residential wind turbines are more efficient than solar but you need to be in a windy area. I would love to have both but HOA’s have issues with small wind turbines",solar_renewable_integration,training_educational,how_to_installation_demo,theme_practical_advice
10,8,4,31035,0.09778218012286996,0.7684698338268928,ZruXLnqBd-Y,UgzoQ4uY8m7--vmbaDp4AaABAg,"Do you know anything about solar panels? I have 4 6volt batteries wired as one big 12 volt battery. I just charge them with a battery charger but would like to be able to charge with a solar panel in times when the power is out. I'm just not sure what to get. Those batteries are just used in the camper or when not in the camper in the house for backup power for small things, if the power is out for a long time then I fire my generator up but I would like to be able to charge with solar also. Just wondering?",solar_renewable_integration,training_educational,how_to_installation_demo,theme_question_request
10,8,5,15254,0.09765167929496593,0.7103734463947137,bOkQEFi55oU,UgzUkBNcPB_f0UDVU8Z4AaABAg,"I had a look at my house and did the measurements of how many solar panels I could fit, it's around 50 400 watt panels I could fit, this is including the garage which is quite big, but I could actually go further and use the garden fencing for solar panels, and to be fair, the house I live in is quite big. With a bit of creative use, I could build a big setup that is overkill for summer but very nice to have in winter, and being that the solar panels themselves are cheap, it makes a lot of sense to do so. Now if only we had dirt cheap battery tech that can store enough energy to last for weeks, I think I could go fully off grid then with that kind of setup, even in UK winters, because we do many days in winter of clear blue skies which with that kind of setup will deliver enough power to cover the house for many days, the main problem is not having a big enough battery storage, meaning in winter I would need to be grid tied even with that setup, if I could store the energy for weeks at a time, then there's a fair chance I wouldn't need to be connected to the grid, summer energy generating would be off the scale whereas winter energy, I would only need a few days of blue skies to really top up the batteries. God forbid if we actually see wind turbines that actually work well for local use, we hear the promise of it, but it doesn't deliver, at least not yet, if it does, that would complement solar very nicely in winter and nighttimes and then going off grid would be a lot easier on a much more modest battery setup, but for now, you really need to oversize your setup, both energy generating and battery storage for it to work, that could change over the next decade.",solar_renewable_integration,installer_tradesperson,project_walkthrough,theme_personal_experience
10,8,6,13701,0.09682038058916785,0.7135081645653397,Kz5JbXTo4rM,Ugw8HutIY_Epwgco-fd4AaABAg,"Really series or parallel on these sorts of panels, you need an isolator switch if there are surges which your panels either in series or parallel can connect to before going to your controller/regulator, then you send that to a display meter and then to your inverter. You really need separate isolator from the panel in case you can cut the power off and save your panels, and your other equipment straight away. Then having separate controller and then a meter for seeing watts, amps and voltage then going to your inverter you can manage and watch usage. If you use too much on panels you will draw too much power (watts) and your system will cut off. Of course from your regulator/controller you can attach a battery bank. Where you might use a complete box with isolator regulator/controller/display power meter and also inverter, is if you have a box in your home and it is three phase. You wouldn't use that much expense for single phase, and even then you wouldn't just have single phase in your home to run all your appliances incase the line failed, because if it fails, and your box which has everything in it gets broken, you have to buy the whole new box, rather than just the one part like isolator switch or controller or inverter, and it is best for thermo-dynamic application from solar being photon power, never to have a box with multiple use on the one device. It will explode. Even if it says it is safe, it isn't always in your home unless it is three phase, use separate parts to run different use, like separate isolator, regulator and inverter with your points, and of course keep your battery well away too on a separate part of your house, wired in three phase. Three phase is so important to take the full load of your home which anything over 10kwh system will need three phase, which totals 30kwh system. Even on a 10kwh battery and 10kw solar panel, have 30kw three phase electrical current in your home and wire the current in with one line neutral to earth one to negative and one to positive, never just have positive and negative on a big system, it is ok for smaller dc systems with small inverter under 2kw. On larger over 10kw systems if any problem happens the three phase will open up and the lightning strike will disperse throughout the three lines equally, breaking down 30kw into 10kw each and that will then reduce as one is grounded and one negative to the opposite of only 10kw your initial charge, which isn't deadly. You can pass a charge of 10kw with two grounds or one ground and one negative through your body.. but please don't try it that is a healthy person you might have congestion which will make it heart failure. Read more here: https://ewheelermedia.com/f/how-home-solar-works-never-use-an-all-in-one-box?blogcategory=Gadgets My website.",solar_renewable_integration,training_educational,practical_advice_explainer,theme_question_request
10,8,7,33746,0.09648630242361798,0.9748497624656223,Y7WNb0hAY1M,UgxoKx53aGs412p0Vep4AaABAg,i would defo go electric heating if it was £1000 max i was quoted 4300 i have 3 bed house aslo i have solar panels got them end of 2024 12 455w panels 6 front 6 back of house also have 20kw total batteries to me years to save for my solar,heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_cost_finance
10,8,8,27723,0.09626175779303535,0.5588779562418361,qxtbHYf0OT0,UgzWJPqw9on7iBdBmI94AaABAg,"It appears that a lot of people in the world, here in the States and everywhere else around the globe, no one seems to realize that before there was gasoline, natural gas and oil to make those products from... that people did in fact have electric lights that were powered by engines somewhere around 1800 to 1810, in America... The history books they gave us back in grade school were wrong as hell and intentionally so! I mean, not all of it was made up but, the parts relating to any and all forms of energy, along with the places and dates are completely fabricated! THEY CHANGED EVERYTHING SO THAT POWER SOURCES COULD BE MONETIZED AND IN DOING SO, THEY WOULD ENSLAVE THE MASSES BY STRAPPING THEM INTO EARNING CASH IN ORDER TO SURVIVE! They sought to make the world a place where their money system would become more important to the people than God Himself! Yes, it was certainly the long game they were playing but, play it they did... very well I might add. Just look around, its not hard to see where we are these days! I'm not privy as to the exact time line on this part but, this system was in use well before their claim of the first city lit with electric lights in 1880 at a courthouse in Indiana, USA! This system actually has its roots in Europe & Russia and was brought over to the USA! So well before 1880 a significant amount of people, other than the Chinese, enjoyed electric lights at night because they actually had free electricity, pulled straight out of the Earth's atmosphere by using tall needle shaped antenna made of copper placed on the highest point of their structure, building or home. Street lights outside were wired to the closest building for power. DC current degrades over distance so, there was no need for any centralized power plants and sub stations or even a grid, like what we have today! which is prone to failure, etc.. anyhow, back to the free energy; Said copper antenna, if put high enough into the sky, would indeed pull a low voltage, roughly 9 volts dc. The taller the antenna, the higher the current... and if you look at old old pictures, the building were covered in these antenna! One building could have a dozen.. but most had 4 to 6.. while smaller places had but just one.. And they would use those antenna to power lights and probably other stuff that I haven't discovered as of yet.. I mean, Surely people would've made progress and we would still have tv's and shit like that today, it would just be based off low voltage dc power systems instead of high voltage alternating current. Like what we use today! The important part however, is said power would've been FREE! After the initial cost of setting it all up but... i digress... because in reality... If you get free energy, that also translates into, on the large scale, it means that PEOPLE are free to do as they please... with more of their lives being of their choosing and by their design! in other words; Free will, as its written in the Bible and afforded to us all by God! As for the fuel they were using, lol.. there was steam power to begin with ...and from there, the fuel source they used was just ordinary sea water, straight out of the oceans! They used electrolysis to break down the water molecules into their base elements and the only by-product from combustion was ... WATER! the salinity of the water makes it conductive so, they probably just added salt for those folks who lived inland. Again FREE ENERGY! AND THAT MY FRIEND, SIMPLY WON'T DO FOR THE BIG WIGS WHO THINK THEY'RE IN CHARGE... NO SIR! So they trashed that part of history and rewrote that shit to suit their needs while using the new world, the USA to solidify the experiment in history... And they did it that way because they could tell the immigrants who came over by the boat load, whatever they wanted to, especially since the new world was stolen ( by their armies ) and they had empty cities across an entire nation to fill as they were cleared out from east to west! That's right, the USA was Hijacked, town by town in one hell of a serious campaign! When it was over, a lot of cities that were already built, roads and railroads included! like New York, San Francisco, St. Augustine, Miami, Atlanta, and many many more were already here when they arrived. They were able to take them, either by force or just claimed them along the way because the previous inhabitance fled or were simply no longer there. So here they have this whole country and if they told the people what actually happened, the new society would be chaotic and more than likely unmanageable.. However, if they could get the powers back in Europe to concur to rewrite history ( his-story ) and sing along all kumbaya and shit, then the history they would write together would become solid gold, literally money in the bank and a new form of uncaged slaves could and would be created from this ungodly creation of theirs! The Vatican probably being at the center of it all... So as history would go, generation after generation of these new slaves are born for exploitation and are kept under their thumb....just as planned.... And for the most part, none would even realize what the hell was actually happening in time to do anything about it!! Which is where we all sit today! iF YOU'RE READING THIS AND THIS NEWS TO YOU, I HOPE YOU'RE STILL YOUNG ENOUGH TO MAKE TOMORROW A BETTER PLACE FOR YOUR CHILDREN... Because, it's too late for me... And they did all this in the name of progress, power and their own personal freedom ....however, if you disagree, you think I'm full of shit... then you tell me what money is, if its not a pair of handcuffs and a set of chains that bind you to their system of work your ass off week in and week out making just enough money to cover the bare necessities in life like, food and shelter and transportation so that you can work for them some more!?!? We all pay taxes, we all buy goods and they get the lion's share of every dollar from the whole planet! Just look at Blackrock, Vanguard and like one or two more ""entities"" and its just them who sit at the top of this pyramid scheme we call life on earth... See it for what it really is, its a fucking cage, its a jail cell and it only seems like you're free but, you're not... you're a slave, just like I am! They literally made money the center of attention while making sure that they would posses the majority of ALL the money, every dollar ~ around the entire globe! Then they would use said money, according to their plan, to in fact remain in control and to allow them to do whatever they want... like fly around in private jets while bitching and moaning about global warming and telling us that we need to use less fossil fuels, as they burn the shit faster than they can cut down the trees in the rain forests!.... are they fucking serious? The hypocrisy they sweat is mind blowing! We wouldn't even be using fossil fuels to start with, if it weren't for them! Every ounce of pollution in our atmosphere is literally their fault... and not only do they continue to cause pollution on the daily, they also wanna blame us for the vast majority of it... lol.. assclowns! They can fuck off! Fuck way the fuck off! Anyhow, my apologies, I didn't mean for that to run on and on like it did.. your video was great! The installation was cleaner than anything I've ever seen, even of my own work, I'm sad to say.. but I call'em as I see'em; good, bad or ugly... but, You Do Nice Work Man! KUDOS! I'll be borrowing some of the techniques I learned by watching your video... for sure! Again, my apology for the long winded life lesson I left in your comments, that was totally and honestly not anything close to what my intensions were to write.. IT JUST KINDA BURST FORTH... God Bless and keep up the good work!",heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_question_request
10,8,9,12753,0.09500113268905354,0.8181614160926982,1N_ZsLrfUJM,Ugw37ELSftOVU-tKkZl4AaABAg,"I dont get it when people try to justify a battery via cost. Lets assume a 10kwh battery costs 12k to install. Lets assume it is fully charged every day, which is unlikely. That means that you get 10kwh in a day. For me, 10kwh costs $2.21 inc GST. That is a saving of $806.65 per year. This means it would take 14.9 years to break even, well beyond the warranty and at best approaching, but more likely beyond the cost in the first place. That is before you get a feed in tarrif, in my case 10 cents per kwh. That means without a battery in this case I get a dollar per day back, so subtract $365 per year off the $806.65 saving, leaving a saving of $441.65 and taking over 27 years to break even. Now, if you want to virtue signal, you think you are helping the environment, just want to show off or live where power is patchy, go ahead, but my 5kw system cost $6k to install, I just hit the 12 month mark and have saved $1800 on the previous year and if I had $12k to spend on extra solar, it would be to triple the capacity of the panels, not waste money on a battery.",solar_renewable_integration,training_educational,practical_advice_explainer,theme_personal_experience
10,8,10,36088,0.09428435216598234,0.9973135972629971,2Apa2WcG9z0,UgxyU0KFXSOF7y1Z-tp4AaABAg,"Looks like the LuxPower is DC coupled to the batteries, which has pros and cons. Main Pro: far less complicated hardware install and no conversion loss sending DC from solar into batteries Main Con: you're limited to the 3.68kw total combined from solar and battery, so if your house is drawing more than that on a sunny day your batteries are no help and you'll be importing from the grid. With an AC-coupled battery (which has its own built in inverter), it's usually more expensive, and you lose some energy in the conversion from DC -> AC -> DC but the advantage is that you can have both the 3.68kw from the solar _plus_ whatever the AC battery inverter can supply. We've had solar for a few years, and I'm still in two minds about battery storage. WFH so day time usage is higher than most, but with the unit cost going up I batteries are becoming a smarter investment even as an add-on to an existing PV installation.",solar_renewable_integration,diy_renovator_homeowner,how_to_installation_demo,theme_cost_finance
10,9,1,26270,0.25330916408198856,0.9733879779561064,pvUA6iFJKy8,Ugx0m3fprRWNNSLzA8J4AaABAg,Don't do it,damp_condensation_moisture,diy_renovator_homeowner,how_to_installation_demo,theme_practical_advice
10,9,2,35714,0.25330916408198856,0.9733879779561064,FXXgjvOJcYI,UgxKnQ6BWW4LleMUhh14AaABAg,I don't undertand.,airtightness_draught_proofing,training_educational,practical_advice_explainer,theme_practical_advice
10,9,3,18162,0.25330916408198856,0.9733879779561064,H51FYrDR5xs,UgzvA4lqcqrhpH69mkF4AaABAg,Don't give up,damp_condensation_moisture,diy_renovator_homeowner,project_walkthrough,theme_practical_advice
10,9,4,1210,0.25330916408198856,0.9733879779561064,kwVleBvWH64,Ugwf2E-xTzn2NPKSE9B4AaABAg,Fire or not,ventilation_mvhr,builder_contractor,how_to_installation_demo,theme_safety_risk_warning
10,9,5,35374,0.25330916408198856,0.9733879779561064,I7GD0MB8SzY,Ugw4Op9DpB6qYC0gKR54AaABAg,£525 ... not £325!,floor_insulation,diy_renovator_homeowner,how_to_installation_demo,theme_cost_finance
10,9,6,28552,0.25330916408198856,0.9733879779561064,bKTsLHSS7i4,UgycH5xlYvdPoVmODsx4AaABAg,Don't do it.,heat_pump_heating_retrofit,diy_renovator_homeowner,problem_warning_mistakes,theme_practical_advice
10,9,7,22003,0.1757553679095741,0.9952305955846321,U-hVUczzlL4,UgwQN_WLDXlT3g4YY8l4AaABAg,"So, it doesn’t work.",ventilation_mvhr,diy_renovator_homeowner,how_to_installation_demo,theme_skepticism_critique
10,9,8,14600,0.13906774618681325,0.9961484717508521,Oz8WcD385cY,UgynE4pLLFZTk9oKPwl4AaABAg,That cheap plastic doesn't work.,airtightness_draught_proofing,diy_renovator_homeowner,problem_warning_mistakes,theme_cost_finance
10,9,9,35898,0.1379032758489419,0.5465124640351945,sSDytAtzk0U,Ugw9-GMM3dFgzlQ0LyJ4AaABAg,"You said it does not work with 4 wires but I did not see you install a 5th wire and it works, why is that? Thanks",smart_heating_controls,installer_tradesperson,how_to_installation_demo,theme_question_request
10,9,10,13816,0.1376550521787884,0.9591809202664799,NoEnHZ8OyCM,Ugyb8hR6FCYARmZt_Pt4AaABAg,Don’t fck with me. Does this work?,smart_heating_controls,installer_tradesperson,problem_warning_mistakes,theme_question_request
10,10,1,3139,0.2953372727251004,1.0,xcAwujfTN64,UgygrArH5LZjgJMLFoV4AaABAg,Where is your harnesses?,solar_renewable_integration,installer_tradesperson,how_to_installation_demo,theme_question_request
10,10,2,1371,0.2953372727251004,1.0,co7pKcoVJu0,Ugx90JcjMB9bAQmTir94AaABAg,Where can I get this,external_wall_insulation,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
10,10,3,2109,0.2953372727251004,1.0,dIPM5yk2u38,Ugy6cCrz3mtjy5Jzynd4AaABAg,Where do you bui it ?,airtightness_draught_proofing,installer_tradesperson,how_to_installation_demo,theme_question_request
10,10,4,2289,0.2953372727251004,1.0,kGXwcm6_ZMU,UgxzBh6-BLYgK_4sEEN4AaABAg,where can i get that vape,damp_condensation_moisture,builder_contractor,problem_warning_mistakes,theme_question_request
10,10,5,33840,0.2953372727251004,1.0,yiov8ZpIF2U,UgwKe7iISSTMDKtXzHF4AaABAg,Where do you get this from?,windows_doors_glazing,diy_renovator_homeowner,problem_warning_mistakes,theme_question_request
10,10,6,27112,0.2953372727251004,1.0,JcTgSwtljcY,Ugykmq0tqJiz3D4Iz1V4AaABAg,Where can we get one?,ventilation_mvhr,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
10,10,7,17431,0.2953372727251004,1.0,XPSkyecmmEE,UgxbzF6R2zfjbbtqkTV4AaABAg,Where do you get this???,airtightness_draught_proofing,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
10,10,8,34239,0.2953372727251004,1.0,P87qeSIxKT0,UgymUaNJ8Z2KoTqBiOZ4AaABAg,Where is part 3 ?,loft_roof_insulation,builder_contractor,how_to_installation_demo,theme_question_request
10,10,9,2348,0.2953372727251004,1.0,kGXwcm6_ZMU,Ugy1CY_OeJEHLsKOWBd4AaABAg,Where do you get that smoker at?,damp_condensation_moisture,builder_contractor,problem_warning_mistakes,theme_question_request
10,10,10,29578,0.2953372727251004,1.0,IT_Eme9XSl8,UgwPniLllC1G_NYMnKR4AaABAg,"""Eve-neen"". Where's the ing? I call anyone who 'eens' their ing's, eeners.",ventilation_mvhr,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
12,1,1,27723,0.04958354001293225,0.3755076439782162,qxtbHYf0OT0,UgzWJPqw9on7iBdBmI94AaABAg,"It appears that a lot of people in the world, here in the States and everywhere else around the globe, no one seems to realize that before there was gasoline, natural gas and oil to make those products from... that people did in fact have electric lights that were powered by engines somewhere around 1800 to 1810, in America... The history books they gave us back in grade school were wrong as hell and intentionally so! I mean, not all of it was made up but, the parts relating to any and all forms of energy, along with the places and dates are completely fabricated! THEY CHANGED EVERYTHING SO THAT POWER SOURCES COULD BE MONETIZED AND IN DOING SO, THEY WOULD ENSLAVE THE MASSES BY STRAPPING THEM INTO EARNING CASH IN ORDER TO SURVIVE! They sought to make the world a place where their money system would become more important to the people than God Himself! Yes, it was certainly the long game they were playing but, play it they did... very well I might add. Just look around, its not hard to see where we are these days! I'm not privy as to the exact time line on this part but, this system was in use well before their claim of the first city lit with electric lights in 1880 at a courthouse in Indiana, USA! This system actually has its roots in Europe & Russia and was brought over to the USA! So well before 1880 a significant amount of people, other than the Chinese, enjoyed electric lights at night because they actually had free electricity, pulled straight out of the Earth's atmosphere by using tall needle shaped antenna made of copper placed on the highest point of their structure, building or home. Street lights outside were wired to the closest building for power. DC current degrades over distance so, there was no need for any centralized power plants and sub stations or even a grid, like what we have today! which is prone to failure, etc.. anyhow, back to the free energy; Said copper antenna, if put high enough into the sky, would indeed pull a low voltage, roughly 9 volts dc. The taller the antenna, the higher the current... and if you look at old old pictures, the building were covered in these antenna! One building could have a dozen.. but most had 4 to 6.. while smaller places had but just one.. And they would use those antenna to power lights and probably other stuff that I haven't discovered as of yet.. I mean, Surely people would've made progress and we would still have tv's and shit like that today, it would just be based off low voltage dc power systems instead of high voltage alternating current. Like what we use today! The important part however, is said power would've been FREE! After the initial cost of setting it all up but... i digress... because in reality... If you get free energy, that also translates into, on the large scale, it means that PEOPLE are free to do as they please... with more of their lives being of their choosing and by their design! in other words; Free will, as its written in the Bible and afforded to us all by God! As for the fuel they were using, lol.. there was steam power to begin with ...and from there, the fuel source they used was just ordinary sea water, straight out of the oceans! They used electrolysis to break down the water molecules into their base elements and the only by-product from combustion was ... WATER! the salinity of the water makes it conductive so, they probably just added salt for those folks who lived inland. Again FREE ENERGY! AND THAT MY FRIEND, SIMPLY WON'T DO FOR THE BIG WIGS WHO THINK THEY'RE IN CHARGE... NO SIR! So they trashed that part of history and rewrote that shit to suit their needs while using the new world, the USA to solidify the experiment in history... And they did it that way because they could tell the immigrants who came over by the boat load, whatever they wanted to, especially since the new world was stolen ( by their armies ) and they had empty cities across an entire nation to fill as they were cleared out from east to west! That's right, the USA was Hijacked, town by town in one hell of a serious campaign! When it was over, a lot of cities that were already built, roads and railroads included! like New York, San Francisco, St. Augustine, Miami, Atlanta, and many many more were already here when they arrived. They were able to take them, either by force or just claimed them along the way because the previous inhabitance fled or were simply no longer there. So here they have this whole country and if they told the people what actually happened, the new society would be chaotic and more than likely unmanageable.. However, if they could get the powers back in Europe to concur to rewrite history ( his-story ) and sing along all kumbaya and shit, then the history they would write together would become solid gold, literally money in the bank and a new form of uncaged slaves could and would be created from this ungodly creation of theirs! The Vatican probably being at the center of it all... So as history would go, generation after generation of these new slaves are born for exploitation and are kept under their thumb....just as planned.... And for the most part, none would even realize what the hell was actually happening in time to do anything about it!! Which is where we all sit today! iF YOU'RE READING THIS AND THIS NEWS TO YOU, I HOPE YOU'RE STILL YOUNG ENOUGH TO MAKE TOMORROW A BETTER PLACE FOR YOUR CHILDREN... Because, it's too late for me... And they did all this in the name of progress, power and their own personal freedom ....however, if you disagree, you think I'm full of shit... then you tell me what money is, if its not a pair of handcuffs and a set of chains that bind you to their system of work your ass off week in and week out making just enough money to cover the bare necessities in life like, food and shelter and transportation so that you can work for them some more!?!? We all pay taxes, we all buy goods and they get the lion's share of every dollar from the whole planet! Just look at Blackrock, Vanguard and like one or two more ""entities"" and its just them who sit at the top of this pyramid scheme we call life on earth... See it for what it really is, its a fucking cage, its a jail cell and it only seems like you're free but, you're not... you're a slave, just like I am! They literally made money the center of attention while making sure that they would posses the majority of ALL the money, every dollar ~ around the entire globe! Then they would use said money, according to their plan, to in fact remain in control and to allow them to do whatever they want... like fly around in private jets while bitching and moaning about global warming and telling us that we need to use less fossil fuels, as they burn the shit faster than they can cut down the trees in the rain forests!.... are they fucking serious? The hypocrisy they sweat is mind blowing! We wouldn't even be using fossil fuels to start with, if it weren't for them! Every ounce of pollution in our atmosphere is literally their fault... and not only do they continue to cause pollution on the daily, they also wanna blame us for the vast majority of it... lol.. assclowns! They can fuck off! Fuck way the fuck off! Anyhow, my apologies, I didn't mean for that to run on and on like it did.. your video was great! The installation was cleaner than anything I've ever seen, even of my own work, I'm sad to say.. but I call'em as I see'em; good, bad or ugly... but, You Do Nice Work Man! KUDOS! I'll be borrowing some of the techniques I learned by watching your video... for sure! Again, my apology for the long winded life lesson I left in your comments, that was totally and honestly not anything close to what my intensions were to write.. IT JUST KINDA BURST FORTH... God Bless and keep up the good work!",heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_question_request
12,1,2,39049,0.04915789930777952,0.9487158890837277,YhGoeR4Q4tM,UgwZttjW9va6kBQ2_0d4AaABAg,can you do our house please?,loft_roof_insulation,diy_renovator_homeowner,how_to_installation_demo,theme_question_request
12,1,3,32195,0.04915789930777952,0.9487158890837277,OKuaURXqQ0E,UgwReZewjkvadJIbke14AaABAg,Is that my house?,airtightness_draught_proofing,builder_contractor,how_to_installation_demo,theme_question_request
12,1,4,3784,0.04915789930777952,0.9487158890837277,jYNufQVIFfA,Ugy-_4queRzKwpWlR5V4AaABAg,I do everything myself on my house 🏘️,damp_condensation_moisture,builder_contractor,problem_warning_mistakes,theme_personal_experience
12,1,5,34559,0.04915789930777952,0.9487158890837277,tUWJTF9nyaQ,Ugx2GeQyv1bg8RBflNB4AaABAg,I have it at my house and it’s divine,loft_roof_insulation,builder_contractor,problem_warning_mistakes,theme_personal_experience
12,1,6,28332,0.04668638554862415,0.4233339173530942,wWWfFER9Spw,UgwyyazPuBTBWbioWHV4AaABAg,"Ron, thanks for directing me to this video. This is going to be very helpful on my old house. I'm a carpenter up in Maine. Been pounding nails for 47 years but all but the first 5 years has been commercial building, maintenance and repairs. I know big commercial steam heating systems fairly well but not residential and especially radiant. We have a 1000 square foot, 500 feet per floor, old house that has pretty good insulation in it that we heat with a pellet stove, and it works well. I'm not getting any younger, almost 66, and I want a more automatic system, but I don't want to put fin tube is as our rooms are very small so it's hard to keep the furniture away from the walls. Radiant is the way to go for me. One of my nephews is building a new house right now and he put in radiant. I can't believe how well it works. I had never seen it before. I'm sold on it. I just can't afford to do it the way it is ""supposed"" to be done so I'm looking for alternatives. I figure if you did it this way before and it didn't work you wouldn't be doing it again. Next, I'm going to watch your inwall system video. I have been thinking about that for the second floor. Pannel rads are way too expensive for me. BTW, I buy a lot from supplyhouse.com too and have been for years.",heat_pump_heating_retrofit,installer_tradesperson,how_to_installation_demo,theme_practical_advice
12,1,7,41554,0.04636241649034211,0.5857052822335026,DSCWGAE1BVQ,UgyEr3kEMzMtSXpYN3B4AaABAg,"I will say as a pretty competent DIYer mainly focused on carpentry you have to understand the tissue backed pir might look good on a spec sheet and I've never used it but my assumption is people don't want to use it for a few reasons 1. It's going to be a nightmare to put in without ripping or breaking and that suvirely decreases the insulations thermal performance 2 then imagine you get it in and any moisture not just water gets to it even the slightest condensation it's going to be ruined and make a big mess. 3 at the end of the day the tradesperson has to 'back' the work they do and might not be comfortable using a new or cheap product that's is inferior because if something goes wrong they have to take the time and spend they're money to fix it when we have had insulations that work fine for over a hundred years. Just my two cents as someone who does alot of this stuff for themself. I certainly see the value in not doing a job twice because I cheaped out or tried to use a 'new' way to do something. I as you might have guessed live in a 100 year old house and it is true what they say they don't build things like they used to. But with that also is important to see the downsides such as asbestos in artex among other things that are not used anymore because of health and safety, So there is also that nothing is perfect.",general_energy_retrofit,training_educational,practical_advice_explainer,theme_practical_advice
12,1,8,18191,0.04626666689818239,0.8732877712651099,H51FYrDR5xs,UgxbltX3RPJMufK8sRR4AaABAg,"I understand the desire to preserve history and renew an old house but with projects like this I always wonder if this isn't just a way to torture yourself. Starting over and building a new house with all the latest building innovations would be so much cheaper, faster, less stressful and provide such a better living experience. I don't know. We all see the world differently and that's a good thing.",damp_condensation_moisture,diy_renovator_homeowner,project_walkthrough,theme_practical_advice
12,1,9,38928,0.04547243372392154,0.49878680848167695,0oDLwBZurp8,UgxP6uxNG7W-Rm6JPLB4AaABAg,"Hitchhiked around New Zealand in the late-80s. Took a while to get around both islands. At that time Kiwis weren't really running over each other to pick up strangers. Which means I had some extended stays. Ended up in Nelson on three occasions. One time, a lovely old lady recommended I rent a sea kayak and check out Abel Tasman National Park. So I did. A friend and I showed up to rent kayaks in Kaiteriteri, expecting some training, maybe a few safety tips. A map. Nope. ""Have you ever kayaked before?"" ""Did some canoeing. On a lake. At an amusement park. Lots of goose poop."" ""No worries. Three things: Watch the tide, beware of the headland weather, and avoid big waves."" They took our driver's licenses for collateral- and to notify next of kin- and our cash. Then they battened us into the kayaks and shoved us into the Tasman Sea. Dreaming about camping on the beach in Wainui Bay, steaming some freshly plucked green lipped mussels with wine and garlic, we didn't watch the tide as the headland became more distant and the waves grew bigger. Six hours later, arms cramping and well on our way to Australia, we were saved by a pod of dolphins (long story) who were much more willing to help out strangers than many a Kiwi driver (the cat guy from North Palmerston is the exception). Only in New Zealand would an old woman recommend renting a sea kayak. Maybe she wanted to knock off a couple Yanks. I'm leaning towards she wanted me to see- and appreciate- her amazing country. If she did, it worked. Would move there in a heartbeat. These days I'm a builder in the Pacific NW. We insulate things. And the new energy codes require us to insulate things even more. As folks have commented below, there is a difference between R values you're using and those in Canada and the US, so I won't get into that. I think your video raises a larger point, though. Most builders here in the US will probably feel the same: code requirements have increased substantially over the last decade and building costs have gone way up. And, for the most part, the one has begat the other. Some of the requirements are justified. No doubt some are for the better. I've seen enough of how old houses were built to not always get a nostalgic twinkle in my eye for the good ol' days and those noble craftsmen of yore. But I think some people are looking in the wrong place to lay the blame. Some complain about the government demanding all this stuff. But most of the codes here are written by the industry; they have created their own necessity. For example, Simpson Strong-tie writes up the structural numbers engineers use to calculate all the stresses on a house. And, not coincidentally, they also manufacture all the hardware you'll need to make sure all those calcs work out, and, therefore, all the metal you're required to install on a house. It's the same with most materials; engineered lumber, insulation- you name it. The Latin expression of ""Who benefits?"" can be answered by everyone. Except homeowners. Industry is happy; more joist hangers, more wood, more money. Engineers are happy; more structural notes, more billable hours, more money. Cities are happy; more permit costs, more inspections, more money. Builders are happy; more justification to throw more things into a house, more money. Homeowners are not so happy; more money. Just some thoughts. Curious where you're at in New Zealand. Watching your videos, my sense is you're at that moment right before things go nuts.",whole_house_deep_retrofit,builder_contractor,project_walkthrough,theme_question_request
12,1,10,30036,0.04533164061332904,0.47130624332632487,VwUjkSjllPs,UgyGFi__CiNiZ1ETS1B4AaABAg,Could you show how door and Windows opening are done in this system? I’m really curious as i have an 1945 house I would like to insulate this way,external_wall_insulation,builder_contractor,how_to_installation_demo,theme_question_request
12,2,1,31075,0.23970959290526792,1.0,C5lPpLUw-Ts,UgxB5hdL70bOwrRX3cV4AaABAg,SPRAY FOAM! 😉🤣,external_wall_insulation,diy_renovator_homeowner,how_to_installation_demo,theme_product_material_tool
